q1,q2,q3,xe,ye,thetae
0.86,-1.48,1,16.76,3.83,21.77
2.52,-0.08,0,-16.38,13.11,139.8
0.73,-0.45,1,13.95,13.31,73.34
1.04,-1.82,1,15.35,2.64,12.61
1.07,-1.51,-1,10.61,-3.78,-82.51
1.13,-3.13,1,3.86,-5.92,-57.3
1.92,-2.97,0,4.57,-5.57,-60.16
2.32,-0.52,-1,-1.48,16.96,45.84
0.65,-0.34,1,14.04,13.14,75.06
3.11,-2.27,0,2.35,10.65,48.13
2.81,-0.79,0,-12.7,14.89,115.74
1.46,-1.27,-1,12.47,3.21,-46.41
2.07,-3.02,0,4.79,-5.24,-54.43
1.86,-0.24,-1,3.36,17.77,35.52
3.05,-0.9,0,-14.63,12.36,123.19
1.34,-1.0,0,14.8,11.48,19.48
2.27,-1.36,1,-2.54,17.49,109.43
1.17,-3.08,-1,-6.41,-1.76,-166.73
0.41,-0.36,1,16.89,9.21,60.16
1.23,-0.72,0,14.56,13.43,29.22
3.02,-1.97,1,-6.69,13.13,117.46
2.1,-0.99,0,2.69,18.58,63.6
0.09,-0.39,0,20.35,-3.51,-17.19
2.24,-0.46,1,-12.34,14.81,159.28
2.57,-1.75,1,-2.84,15.69,104.28
2.45,-0.23,-1,-7.22,16.61,69.9
1.37,-0.98,1,9.13,16.41,79.64
2.64,-1.0,-1,-1.01,14.53,36.67
0.34,-3.01,1,-0.33,-7.81,-95.68
1.29,-0.77,2,2.32,14.28,144.39
2.32,-0.95,-1,3.16,14.52,21.2
1.01,-3.03,0,-2.36,-6.68,-115.74
1.53,-1.83,0,13.66,2.86,-17.19
1.48,-2.04,-1,6.64,-3.75,-89.38
0.6,-0.96,-1,13.79,-5.36,-77.92
2.44,-0.73,-1,-1.01,16.01,40.68
1.76,-0.3,1,-5.98,18.24,140.95
0.38,-0.94,1,18.76,1.86,25.21
0.04,-2.73,0,-5.6,-5.83,-154.13
0.69,-2.65,1,6.76,-7.76,-55.0
1.25,-0.75,-2,8.85,3.02,-85.94
0.54,-1.74,0,11.08,-9.45,-68.75
3.08,-2.05,1,-6.49,12.71,116.31
2.07,-1.96,-1,8.01,1.47,-50.99
2.79,-2.7,2,-3.07,9.12,119.75
2.79,-0.67,0,-13.88,14.35,121.47
2.22,-1.26,1,-2.87,17.79,112.3
0.5,-1.48,0,13.94,-8.27,-56.15
2.36,-1.75,0,6.51,12.95,34.95
0.74,-1.22,0,17.59,-1.74,-27.5
0.99,-1.6,-1,9.3,-5.15,-92.25
1.58,-1.84,0,13.47,3.4,-14.9
2.66,-1.1,1,-11.98,14.09,146.68
0.72,-2.87,1,4.29,-7.63,-65.89
2.88,-2.65,-1,5.08,-1.47,-44.12
1.71,-0.36,1,-4.36,18.74,134.65
1.99,-0.93,0,3.99,18.61,60.73
0.11,-1.81,1,11.41,-10.68,-40.11
1.45,-1.41,1,11.38,13.27,59.59
0.31,-2.61,-1,-4.91,-1.98,-189.08
0.34,-1.74,1,14.24,-7.29,-22.92
1.04,-1.57,0,15.62,-1.04,-30.37
0.83,-0.07,1,8.48,16.86,100.84
1.71,-1.5,1,8.35,14.94,69.33
1.76,-0.24,-1,5.11,17.34,29.79
1.06,-0.09,0,11.34,17.65,55.58
1.82,-2.47,-1,3.29,-4.43,-94.54
1.39,-1.06,0,14.5,11.42,18.91
2.54,-1.32,1,-7.6,16.11,127.2
1.5,-2.23,1,12.46,4.18,15.47
2.91,-1.28,1,-13.33,12.02,150.69
3.06,-2.36,0,3.73,9.59,40.11
0.17,-1.79,-1,0.49,-9.3,-150.11
1.1,-0.54,1,9.18,16.96,89.38
1.71,-0.32,-1,6.76,16.48,22.35
1.72,-2.05,-2,0.76,-0.42,-133.5
1.34,-2.04,1,13.64,4.37,17.19
2.02,-1.31,1,1.3,17.8,97.98
0.74,-2.97,-1,-6.09,-0.2,-185.07
1.11,-0.56,0,15.05,13.59,31.51
2.81,-0.19,-1,-13.03,12.76,92.82
2.43,-1.29,1,-6.15,16.83,122.61
2.52,-1.45,0,1.03,16.36,61.31
2.82,-0.89,1,-15.95,10.24,167.88
0.69,-2.23,0,5.83,-9.54,-88.24
0.99,-0.91,2,7.41,12.52,119.18
0.59,-0.56,-2,10.09,-2.35,-112.87
2.44,-0.47,1,-14.96,12.16,170.17
2.23,-1.43,1,-1.0,17.37,103.13
2.98,-2.98,1,3.87,7.02,57.3
2.49,-3.0,1,6.72,4.12,28.07
1.56,-3.06,1,6.71,-3.34,-28.65
0.56,-1.9,0,9.13,-9.91,-76.78
2.52,-1.29,0,-1.01,17.27,70.47
1.54,-0.39,1,-0.76,19.24,123.19
1.17,-1.75,0,14.44,-1.23,-33.23
2.02,-2.21,1,8.66,10.05,46.41
2.13,-3.14,-1,-2.97,-6.33,-115.16
0.77,-0.13,1,10.16,16.04,93.97
1.39,-2.8,-1,-2.83,-4.7,-138.08
2.72,-3.0,-1,2.35,-5.78,-73.34
2.45,-0.75,0,-7.2,18.35,97.4
1.93,-2.57,-2,-2.98,-0.99,-151.26
0.04,-3.1,0,-6.96,-0.86,-175.33
1.64,-0.77,0,8.54,17.68,49.85
2.86,-1.26,1,-12.93,12.55,148.97
1.96,-2.44,1,9.63,6.72,29.79
1.57,-2.19,0,11.4,-1.13,-35.52
1.4,-0.23,-1,10.82,14.53,9.74
2.66,-0.95,0,-8.15,17.11,97.98
1.8,-0.82,1,-0.48,19.05,113.45
2.98,-2.6,1,0.92,10.6,79.07
0.49,-2.78,-1,-5.36,-0.94,-188.5
1.34,-2.21,-1,4.05,-5.22,-107.14
0.58,-0.68,-1,16.0,-3.1,-63.03
0.53,-2.73,0,-2.2,-7.78,-126.05
2.25,-0.27,-1,-3.28,17.68,56.15
0.32,-0.84,-1,13.07,-8.27,-87.09
2.93,-3.01,1,4.37,6.48,52.71
1.17,-1.76,0,14.36,-1.34,-33.8
0.07,-2.31,0,-1.7,-10.49,-128.34
0.63,-2.87,1,3.59,-7.99,-71.05
1.02,-0.11,0,12.26,17.02,52.14
3.1,-1.02,1,-17.39,6.83,176.47
3.14,-2.25,0,1.81,10.89,50.99
0.16,-2.38,-1,-4.3,-3.91,-184.49
1.1,-1.37,-1,12.0,-2.31,-72.77
2.6,-2.74,0,7.86,1.65,-8.02
2.71,-2.89,-1,3.2,-4.8,-67.61
2.61,-2.99,1,6.16,5.02,35.52
0.32,-1.65,2,13.8,-0.25,38.39
2.55,-2.43,0,8.09,5.58,6.88
0.94,-1.55,-2,3.83,-1.91,-149.54
2.85,-1.37,0,-5.44,15.95,84.8
2.22,-0.67,1,-9.9,16.48,146.1
2.41,-2.54,1,6.25,9.12,49.85
0.86,-0.35,1,11.1,15.71,86.52
0.53,-1.26,0,16.47,-5.8,-41.83
1.07,-2.0,1,14.53,1.02,4.01
0.93,-2.72,1,7.59,-6.19,-45.26
1.55,-2.06,1,12.43,6.88,28.07
0.66,-2.59,-1,-3.77,-3.73,-167.88
2.25,-0.6,0,-5.5,19.4,94.54
0.97,-0.34,1,9.2,16.89,93.39
0.97,-2.24,-1,1.53,-6.27,-130.06
1.11,-1.52,-1,10.65,-3.43,-80.79
2.42,-0.71,-2,0.48,9.55,-16.62
0.71,-0.99,1,17.3,7.24,41.25
0.08,-2.88,2,5.26,-6.81,-45.84
2.49,-1.11,0,-2.91,17.99,79.07
0.65,-1.67,0,12.9,-7.69,-58.44
1.02,-2.3,1,12.4,-2.68,-16.04
2.91,-0.21,-1,-14.04,11.54,97.4
1.29,-0.89,1,9.58,16.35,80.21
0.68,-1.87,0,10.65,-8.6,-68.18
0.58,-0.04,-1,18.13,4.33,-26.36
2.74,-0.41,1,-18.14,6.5,190.79
0.72,-2.75,0,-0.94,-7.93,-116.31
0.58,-2.75,0,-2.04,-7.72,-124.33
1.09,-1.33,0,16.84,2.88,-13.75
2.58,-2.1,0,6.49,10.19,27.5
0.14,-2.23,-1,-3.53,-5.46,-177.04
2.56,-0.79,-1,-2.21,15.58,44.12
0.03,-2.36,1,3.85,-11.67,-76.2
2.28,-3.06,-1,-1.04,-6.46,-101.99
1.94,-0.25,1,-9.66,16.53,154.13
1.87,-2.34,1,10.22,7.06,30.37
1.18,-0.56,-1,14.86,7.94,-21.77
3.12,-2.16,0,1.03,11.62,55.0
1.39,-0.51,1,3.59,18.95,107.72
2.4,-2.07,-1,6.95,2.65,-38.39
1.06,-1.33,0,16.91,2.37,-15.47
2.94,-2.56,-1,5.34,-0.07,-35.52
0.93,-2.75,1,7.23,-6.29,-46.98
1.57,-0.48,1,-0.23,19.28,119.75
0.25,-2.2,-1,-2.68,-6.1,-169.02
2.1,-1.61,1,3.21,16.31,85.37
0.81,-2.04,0,9.51,-8.12,-70.47
2.7,-0.52,0,-14.34,14.47,124.9
1.0,-3.0,-1,-6.06,-1.46,-171.89
0.45,-2.88,1,1.98,-8.46,-81.93
2.81,-0.01,1,-18.75,0.34,217.72
2.06,-1.6,0,9.26,12.39,26.36
2.09,-1.05,-1,7.06,12.39,2.29
1.6,-1.12,-2,6.36,3.24,-87.09
0.09,-0.34,-1,15.96,-7.75,-71.62
2.34,-2.89,1,7.4,4.42,25.78
1.38,-0.32,-1,11.74,13.4,3.44
2.95,-0.47,1,-19.0,3.31,199.39
1.17,-1.52,0,15.88,1.64,-20.05
2.16,-3.03,-1,-1.44,-6.22,-107.14
2.72,-2.45,1,2.43,11.42,72.77
2.92,-2.0,-1,4.39,6.55,-4.58
0.28,-0.55,-1,15.55,-6.62,-72.77
3.0,-2.81,-1,4.77,-2.76,-46.41
2.85,-0.93,1,-15.93,10.13,167.3
1.16,-2.88,1,7.02,-5.12,-41.25
2.35,-2.7,-1,3.19,-4.25,-77.35
1.61,-0.59,0,7.05,18.92,58.44
2.29,-0.4,1,-13.59,13.66,165.58
0.75,-2.14,-1,1.27,-6.89,-136.94
1.93,-0.49,-2,4.38,9.78,-32.09
1.36,-0.53,-1,13.09,10.83,-9.74
2.45,-1.08,1,-9.01,16.2,135.79
0.5,-0.29,-1,17.92,-0.16,-45.26
1.11,-0.37,1,7.1,17.89,99.69
0.08,-0.83,1,18.88,-2.48,14.32
1.82,-1.94,1,9.68,11.34,50.42
0.21,-2.63,1,2.64,-10.09,-81.36
2.02,-1.19,0,6.41,16.64,47.56
0.35,-1.81,-1,1.91,-8.97,-140.95
0.84,-1.16,1,16.76,7.41,38.96
2.7,-2.6,1,3.81,9.93,63.03
0.96,-2.14,0,9.35,-7.21,-67.61
2.3,-0.75,0,-4.37,19.22,88.81
1.79,-1.18,-1,10.69,8.18,-22.35
1.52,-2.28,0,10.5,-2.65,-43.54
1.05,-1.48,0,16.21,0.24,-24.64
1.53,-0.76,0,10.34,16.74,44.12
0.56,-2.63,-1,-4.4,-2.93,-175.9
1.7,-2.62,0,7.58,-4.2,-52.71
1.45,-1.69,1,12.72,10.11,43.54
0.45,-1.56,0,12.53,-9.5,-63.6
1.08,-3.07,-1,-6.47,-1.28,-171.31
1.05,-0.44,0,14.96,14.09,34.95
1.15,-1.44,0,16.27,2.39,-16.62
2.77,-0.65,1,-17.17,8.66,178.76
0.07,-0.68,-1,12.45,-10.52,-92.25
0.73,-1.72,1,16.06,-1.11,0.57
2.73,-0.32,1,-18.37,5.62,195.38
2.36,-2.04,1,3.41,13.91,75.63
2.08,-2.74,0,7.65,-2.47,-37.82
0.02,-3.09,0,-6.97,-0.86,-175.9
0.89,-2.95,0,-2.17,-6.92,-118.03
1.08,-1.34,-1,12.2,-2.29,-72.19
1.47,-2.03,1,12.97,6.23,25.21
2.46,-2.01,0,7.17,10.5,25.78
1.99,-1.31,1,1.83,17.75,96.26
0.72,-1.52,1,17.0,0.98,11.46
2.5,-0.49,-1,-4.86,16.45,57.87
1.95,-2.68,1,9.37,3.7,15.47
2.09,-2.29,-1,5.92,-1.84,-68.75
0.03,-0.18,1,18.54,4.42,48.7
2.67,-0.45,-1,-8.06,15.33,69.9
1.25,-0.04,-1,11.52,14.65,12.03
0.46,-1.36,1,17.59,-1.68,5.73
0.91,-2.33,1,11.74,-4.25,-24.06
2.71,-3.14,-1,0.99,-6.92,-81.93
0.57,-3.0,1,1.57,-7.72,-81.93
1.16,-2.08,-1,4.64,-5.73,-110.01
2.55,-0.64,0,-10.47,17.11,109.43
0.57,-0.75,0,19.67,1.27,-10.31
2.98,-0.26,0,-19.68,6.86,155.84
2.98,-1.86,1,-7.51,13.4,121.47
3.12,-2.58,0,5.01,7.35,30.94
1.24,-2.07,-1,5.2,-5.31,-104.85
1.83,-2.3,0,10.69,0.43,-26.93
0.7,-0.24,-1,17.63,4.02,-30.94
2.43,-2.84,0,7.54,-1.01,-23.49
1.0,-1.29,0,17.2,1.89,-16.62
1.56,-2.66,1,10.22,0.06,-5.73
0.12,-1.62,-1,1.84,-10.33,-143.24
1.36,-0.02,1,-1.8,18.69,134.07
1.3,-0.33,0,9.79,18.29,55.58
0.92,-0.16,1,8.0,17.27,100.84
2.19,-0.73,-1,2.98,15.77,26.36
0.86,-2.64,-1,-3.43,-4.02,-159.28
1.81,-1.57,1,7.41,15.09,71.05
1.42,-1.82,-1,8.69,-2.7,-80.21
1.35,-1.05,1,10.09,15.64,74.48
1.65,-0.25,-1,7.08,16.6,22.92
2.55,-2.62,-1,4.53,-2.73,-61.31
0.3,-3.14,0,-6.68,-2.09,-162.72
3.07,-1.24,1,-15.44,9.41,162.15
0.06,-2.28,-1,-4.22,-4.61,-184.49
1.82,-2.47,0,9.42,-1.69,-37.24
1.64,-2.63,-1,0.51,-5.26,-114.02
2.6,-1.56,0,1.09,15.68,59.59
1.32,-0.82,0,14.02,13.49,28.65
1.91,-3.03,1,7.67,-0.54,-6.88
1.79,-0.13,1,-8.35,17.05,152.41
1.82,-1.79,1,8.87,12.99,59.01
0.76,-0.9,0,18.94,2.87,-8.02
0.0,-2.25,1,4.81,-12.09,-71.62
2.56,-2.38,-1,5.81,-0.02,-46.98
1.53,-0.26,1,-2.15,19.04,130.06
1.71,-0.43,0,3.04,20.34,73.34
0.32,-2.34,0,0.57,-10.41,-115.74
2.85,-2.94,1,4.56,6.91,52.14
0.05,-2.81,1,-0.82,-9.13,-100.84
1.45,-1.25,0,14.56,9.73,11.46
2.46,-1.41,1,-5.18,16.69,117.46
0.15,-2.01,1,9.49,-10.97,-49.27
2.56,-2.44,0,8.05,5.52,6.88
0.51,-1.96,-1,1.56,-8.0,-140.37
2.61,-1.34,1,-8.47,15.59,130.06
2.07,-2.43,0,9.75,1.21,-20.63
0.75,-2.24,0,6.25,-9.18,-85.37
0.24,-1.85,-2,0.28,-2.17,-206.84
2.53,-2.3,0,7.9,7.21,13.18
0.01,-2.27,-1,-4.4,-4.51,-186.78
1.18,-1.44,1,14.6,9.39,42.4
1.75,-2.82,-2,-4.87,0.25,-175.9
1.91,-2.97,1,8.08,0.07,-3.44
1.06,-2.13,1,13.77,-0.52,-4.01
0.7,-2.57,-1,-3.45,-4.06,-164.44
1.25,-1.1,0,16.05,8.74,8.59
2.73,-2.23,0,5.87,9.51,28.65
2.49,-2.09,0,7.33,9.7,22.92
2.54,-1.55,0,1.91,15.67,56.72
0.13,-0.59,0,19.49,-5.31,-26.36
0.86,-1.68,2,12.01,6.66,67.61
1.89,-0.69,1,-3.78,18.83,126.05
2.67,-1.72,-1,4.83,8.52,-2.86
3.07,-1.37,1,-14.21,10.43,154.7
1.48,-2.75,-1,-1.8,-5.07,-130.06
2.12,-2.98,1,7.84,1.64,8.02
0.15,-3.12,-1,-4.71,5.01,-227.46
0.12,-1.13,-1,7.7,-11.43,-115.16
0.36,-1.55,0,11.75,-10.53,-68.18
1.36,-2.96,0,1.06,-7.15,-91.67
1.95,-2.35,2,3.65,10.77,91.67
1.51,-2.04,0,12.5,-0.09,-30.37
0.26,-1.3,1,17.3,-4.52,-2.29
0.46,-0.93,1,18.55,3.48,30.37
2.38,-0.37,0,-11.02,17.5,115.16
2.97,-0.18,0,-20.04,6.02,159.86
1.49,-1.3,1,10.04,14.8,68.18
0.22,-0.25,0,20.82,1.11,-1.72
0.91,-3.1,1,2.84,-6.67,-68.18
1.82,-1.6,-1,10.08,3.39,-44.69
0.91,-0.65,-1,16.23,2.61,-42.4
2.19,-0.28,1,-13.2,13.91,166.73
0.92,-2.55,1,9.48,-5.54,-36.1
2.15,-1.92,1,5.32,14.05,70.47
2.02,-1.26,0,7.11,15.95,43.54
1.57,-1.42,1,9.79,14.44,65.89
2.18,-1.6,1,1.79,16.58,90.53
2.78,-1.98,1,-3.26,14.31,103.13
1.71,-0.44,0,3.18,20.3,72.77
0.93,-2.75,0,0.73,-7.96,-104.28
1.93,-1.32,0,9.01,14.57,34.95
2.95,-0.4,1,-19.11,2.46,203.4
1.19,-1.26,0,16.57,5.52,-4.01
1.63,-2.18,-1,5.7,-3.67,-88.81
0.39,-0.89,-1,13.11,-7.68,-85.94
1.69,-1.66,-1,10.12,1.39,-55.58
0.38,-1.11,1,18.46,-0.2,15.47
2.51,-2.9,1,6.56,5.48,34.95
1.82,-1.82,-1,9.06,0.89,-57.3
2.12,-2.22,-1,6.49,-0.97,-63.03
2.28,-0.17,1,-15.15,11.54,178.19
2.13,-3.12,0,3.97,-5.77,-56.72
0.17,-0.17,0,20.9,1.18,0.0
3.07,-2.73,-1,5.15,-1.46,-37.82
1.04,-1.51,-1,10.49,-4.1,-84.22
2.37,-1.06,0,-1.41,18.41,75.06
1.84,-1.11,1,2.24,18.33,99.12
2.53,-2.2,-1,6.38,1.94,-38.39
0.29,-2.95,1,-0.12,-8.21,-95.11
2.57,-0.62,0,-11.07,16.79,111.73
1.31,-2.06,-1,5.68,-4.9,-100.27
1.49,-1.55,-1,10.97,0.45,-60.73
0.81,-2.04,0,9.51,-8.12,-70.47
0.01,-1.23,1,16.24,-8.03,-12.61
0.45,-0.9,1,18.57,3.66,31.51
0.06,-2.69,-1,-5.3,0.28,-207.98
2.46,-0.02,-1,-9.87,15.87,82.51
2.54,-2.64,-1,4.37,-2.98,-63.03
0.27,-2.42,-1,-4.08,-3.93,-180.48
3.12,-1.72,0,-4.62,13.95,80.21
1.56,-2.49,-1,1.8,-5.16,-110.58
0.28,-0.0,-1,18.72,-0.75,-41.25
1.12,-1.95,0,12.5,-4.03,-47.56
0.02,-1.99,-1,-2.62,-7.5,-170.17
3.06,-1.7,-1,1.04,9.88,20.63
2.28,-0.83,-1,2.59,15.31,25.78
1.6,-0.26,-1,8.0,16.15,19.48
0.74,-2.84,0,-1.9,-7.36,-120.32
2.96,-0.47,0,-18.02,9.75,142.67
1.06,-2.2,1,13.28,-1.23,-8.02
0.65,-3.08,0,-5.03,-4.91,-139.23
0.6,-0.26,1,13.98,13.1,76.78
1.96,-0.45,0,-1.81,20.45,86.52
0.55,-2.95,-1,-5.96,0.72,-194.81
3.04,-2.38,1,-2.06,11.97,95.11
0.43,-1.14,0,16.98,-6.21,-40.68
2.81,-0.73,1,-17.02,8.82,176.47
0.46,-0.5,1,17.28,8.56,55.0
0.69,-1.53,0,14.74,-5.97,-48.13
2.28,-3.12,1,7.02,1.21,9.17
2.68,-2.85,0,7.53,0.75,-9.74
2.06,-1.21,1,-0.6,18.17,106.0
0.0,-2.41,0,-3.42,-9.35,-138.08
0.36,-1.54,1,16.1,-5.26,-10.31
0.49,-1.46,0,14.09,-8.25,-55.58
1.77,-0.57,-1,8.01,14.78,11.46
2.46,-0.66,1,-13.62,13.57,160.43
2.96,-2.94,-1,4.01,-4.41,-56.15
1.71,-2.48,1,10.87,3.66,13.18
1.98,-1.05,-1,8.38,11.54,-4.01
1.69,-1.7,1,10.01,12.73,56.72
1.59,-0.29,1,-2.93,18.96,131.78
0.77,-1.56,-1,8.43,-6.93,-102.56
2.65,-0.83,0,-9.62,16.87,104.28
2.89,-0.02,0,-20.27,5.5,164.44
1.77,-0.89,-2,6.12,5.96,-64.17
0.44,-2.71,-1,-5.11,-1.48,-187.36
1.86,-1.27,-1,10.24,7.81,-23.49
3.03,-1.51,1,-12.29,11.85,144.39
2.76,-1.29,0,-5.09,16.54,84.22
3.07,-1.02,1,-17.18,7.35,174.75
0.02,-2.11,1,6.76,-12.14,-62.45
3.02,-3.01,0,7.05,0.99,0.57
0.54,-0.03,-1,18.29,3.72,-28.07
0.41,-2.44,0,0.21,-9.76,-116.31
2.91,-1.75,0,-1.22,14.44,66.46
0.07,-0.89,-1,10.03,-11.41,-104.28
2.04,-2.3,-1,5.74,-2.22,-72.19
1.98,-0.65,-1,5.51,15.49,18.91
1.43,-2.72,1,9.63,-1.8,-16.62
2.59,-2.16,0,6.76,9.5,24.64
2.3,-0.5,0,-7.84,18.85,103.13
0.33,-2.73,0,-3.7,-7.19,-137.51
0.93,-2.0,-1,4.19,-6.67,-118.6
2.22,-1.48,-2,3.08,3.63,-72.19
1.36,-2.24,1,12.87,2.29,6.88
2.12,-2.5,0,9.35,0.78,-21.77
1.6,-1.53,-1,10.96,1.88,-53.29
2.99,-0.07,-1,-16.14,9.17,110.01
2.43,-2.04,1,2.43,14.12,79.64
3.12,-2.56,-1,5.27,0.89,-25.21
2.0,-2.2,-2,-0.17,-0.69,-126.05
2.1,-1.19,0,5.06,17.1,52.14
2.08,-2.2,0,10.49,4.44,-6.88
1.09,-2.81,-1,-4.19,-3.58,-155.84
1.94,-2.97,1,8.07,0.32,-1.72
0.46,-1.48,0,13.6,-8.82,-58.44
2.58,-1.32,-1,2.98,12.19,14.9
2.6,-0.26,-1,-9.27,15.45,76.78
1.93,-1.72,-1,9.31,3.04,-45.26
2.31,-1.66,-1,7.43,7.01,-20.05
1.34,-2.18,0,10.95,-3.61,-48.13
1.87,-2.34,0,10.42,0.35,-26.93
0.52,-2.04,0,6.79,-10.5,-87.09
1.62,-0.9,0,10.18,16.22,41.25
2.26,-0.32,-1,-2.85,17.58,53.86
2.61,-0.34,-1,-8.47,15.59,72.77
1.03,-0.22,0,13.26,16.14,46.41
0.42,-0.4,-1,17.29,-2.82,-56.15
0.14,-1.6,0,8.48,-12.94,-83.65
0.43,-2.1,-1,-0.57,-7.23,-152.98
1.67,-0.27,1,-4.67,18.59,137.51
1.73,-0.3,0,0.85,20.77,81.93
1.26,-1.12,1,12.0,14.0,65.32
0.71,-1.95,-1,3.24,-7.55,-128.34
2.62,-1.31,1,-8.98,15.42,132.35
2.88,-0.99,1,-15.74,10.2,165.58
2.77,-1.07,-1,-2.07,13.99,40.11
0.53,-0.35,-1,17.7,-0.33,-46.98
0.38,-0.05,-1,18.61,0.52,-38.39
0.34,-1.75,2,13.54,-0.68,33.8
1.08,-2.39,1,11.77,-2.73,-17.76
1.78,-3.05,0,2.69,-6.52,-72.77
1.24,-2.24,1,13.06,0.73,0.0
0.39,-2.33,1,8.08,-9.52,-53.86
2.83,-1.39,0,-4.84,16.03,82.51
2.04,-0.87,-2,4.29,7.52,-47.56
0.32,-1.89,-1,0.76,-8.58,-147.25
3.14,-2.75,-1,5.21,-1.34,-34.95
0.56,-1.61,1,16.41,-2.7,-2.86
0.61,-2.09,0,7.01,-9.93,-84.8
1.78,-1.75,0,12.54,7.27,1.72
0.27,-0.6,1,18.86,3.95,38.39
0.52,-1.76,-1,4.01,-8.63,-128.34
1.47,-1.15,-1,12.79,4.76,-38.96
2.87,-1.25,-1,-1.39,12.94,35.52
2.15,-1.7,2,-2.92,13.37,140.37
2.48,-1.56,-1,5.7,9.31,-4.58
1.33,-1.95,1,13.87,5.33,21.77
0.24,-1.39,-2,2.66,-4.67,-180.48
3.13,-1.3,-1,-4.07,12.01,47.56
3.11,-1.93,1,-8.34,12.43,124.9
1.53,-0.6,-1,11.45,12.12,-4.01
1.39,-1.53,1,12.76,11.21,49.27
0.03,-2.76,1,-0.53,-9.5,-99.12
2.76,-2.9,-1,3.36,-4.73,-65.32
1.27,-2.22,0,10.22,-4.7,-54.43
2.94,-2.68,0,6.67,5.0,14.9
0.26,-2.64,-1,-5.1,-1.38,-193.66
0.53,-1.85,-1,3.01,-8.37,-132.93
1.1,-1.37,1,15.14,9.04,41.83
0.83,-1.3,1,17.0,5.53,30.37
1.55,-1.52,1,10.75,13.21,59.01
2.41,-0.03,0,-15.34,14.34,136.36
0.16,-1.49,-1,3.76,-10.76,-133.5
0.21,-2.36,1,5.87,-10.79,-65.89
2.88,-1.17,-1,-2.42,13.31,40.68
0.8,-2.92,0,-2.43,-6.92,-121.47
2.67,-0.35,-1,-9.27,15.09,75.63
1.51,-0.71,-1,12.16,10.62,-11.46
2.55,-2.2,0,7.34,8.7,20.05
0.37,-3.09,0,-6.25,-3.2,-155.84
0.57,-2.53,-1,-3.65,-3.96,-169.6
0.6,-2.77,-1,-5.17,-1.63,-181.63
1.31,-0.82,1,8.55,17.03,85.37
0.97,-2.61,-1,-2.66,-4.57,-151.26
3.11,-0.05,0,-20.95,1.36,175.33
1.51,-0.73,-1,12.23,10.38,-12.61
1.59,-2.67,0,6.46,-5.35,-61.88
3.01,-2.45,-1,5.32,1.66,-25.21
2.68,-1.52,0,-0.68,15.95,66.46
1.82,-0.37,2,-7.55,11.61,197.67
1.93,-2.32,-1,5.27,-2.99,-79.64
2.85,-2.87,0,7.29,1.73,-1.15
1.33,-2.63,1,10.23,-2.02,-17.19
1.69,-1.26,-1,11.42,6.09,-32.66
0.89,-0.18,1,8.74,16.93,97.98
0.18,-0.3,-1,16.89,-5.89,-64.17
0.74,-2.3,-1,-0.6,-6.13,-146.68
1.75,-2.87,0,4.85,-5.71,-64.17
2.86,-1.19,0,-8.11,15.88,95.68
2.59,-0.68,-1,-3.99,15.8,52.14
2.93,-0.78,-1,-7.82,13.72,65.89
2.48,-1.13,1,-8.91,16.11,134.65
2.55,-0.52,-1,-5.31,16.18,59.01
2.72,-1.29,1,-10.71,14.37,139.23
2.74,-1.28,1,-11.11,14.1,140.95
0.44,-2.11,1,11.13,-8.33,-38.39
2.12,-2.52,-1,3.98,-3.65,-80.21
0.67,-2.49,1,8.54,-7.55,-46.98
1.22,-0.43,0,12.26,16.52,45.26
1.48,-2.76,1,9.37,-1.67,-16.04
1.01,-3.08,1,3.73,-6.36,-61.31
0.46,-2.26,0,3.09,-10.53,-103.13
2.19,-1.75,-1,8.2,4.96,-32.09
0.23,-2.01,-1,-1.19,-7.73,-159.28
0.63,-0.09,1,11.88,14.72,88.24
1.93,-3.07,-1,-3.31,-5.7,-122.61
1.4,-1.3,0,15.12,8.3,5.73
1.04,-1.85,0,13.2,-4.1,-46.41
1.95,-1.9,1,7.88,12.92,60.16
2.04,-2.45,-1,4.38,-3.46,-80.79
2.39,-1.67,0,5.41,14.01,41.25
2.78,-1.47,0,-2.94,16.0,75.06
1.13,-3.08,-1,-6.48,-1.5,-169.02
3.13,-2.68,0,5.61,6.17,25.78
2.95,-2.26,0,3.93,10.24,39.53
1.4,-0.32,-1,11.47,13.63,4.58
1.57,-0.95,0,11.4,15.13,35.52
1.22,-2.8,2,8.73,2.43,24.06
1.19,-3.14,0,-2.58,-6.51,-111.73
1.52,-1.62,0,14.29,5.59,-5.73
0.18,-2.16,-1,-2.81,-6.3,-170.74
1.83,-2.63,-1,1.49,-5.07,-103.13
2.32,-0.67,1,-11.49,15.41,151.83
0.58,-0.24,-1,17.98,1.88,-37.82
1.35,-0.11,2,-3.16,12.76,185.64
1.77,-2.16,0,11.56,1.54,-22.35
0.81,-2.03,-1,3.0,-7.08,-127.2
0.22,-2.98,1,-0.98,-7.95,-100.84
3.13,-2.96,-1,4.62,-3.9,-47.56
3.04,-2.45,0,4.67,8.5,33.8
0.04,-2.19,1,6.02,-11.97,-65.89
0.66,-0.61,1,16.0,10.71,60.16
0.04,-1.04,-1,7.86,-11.98,-114.59
0.41,-0.29,0,20.32,4.47,6.88
1.56,-2.54,1,10.97,1.33,1.15
0.57,-0.73,-1,15.6,-3.76,-66.46
